District Name,School Name,UDISE Code,School Management,School Category
AGRA,PT.DEENDAYAL UPADHYAY GOVT. I.C BIJHAMAI,09150405004,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
AGRA,R K HSS CHAMRAULI MOD SHAMSABAD AGRA,09150400708,Private Unaided Recognized,Secondary only (9–10)
AGRA,R V PUBLIC SCHOOL GARHI THAKUR DAS PATTI PACHGAIN AGRA,09150403403,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,RAJA MUNSHI SINGH GIRLS INTER COLLEGE JANGEET NAGAR RAJPUR CHUNGI AGRA,09150400114,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,RAJEEV GANDHI INTER COLLEGE DEFENCE COLONY AGRA,09154102287,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,RAJENDRA SINGH INTER COLLEGE GARHI HARLAL RAMPURA AGRA,09150401807,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,RAJKIYA HIGH SCHOOL DIGNER,09150400904,Department of Education (Government School),Secondary + Higher Secondary (9–12)
AGRA,ROHTA INTER COLLEGE ROHTA,09150402905,Government Aided,Upper Primary to Higher Secondary (6–12)
AGRA,ROSHANI DEVI HSS BAMRAULI KATARA,09150404413,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,ROY VIDYA VIHAR SENION SEC SCHOOL EKTARA RD BAMROLI KATARA AGRA,09150404409,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,S G R UMV NAGLA SHISHIYA KAKUA AGRA,09154104325,Private Unaided Recognized,Secondary only (9–10)
AGRA,S.C VIDHYA PEETH HIGH SCHOOL,09150400130,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SAINT JAI RAM DAS HIGH SCHOOL DEORI ROAD BAROLI AHEER AGRA,09150401507,Private Unaided Recognized,Secondary only (9–10)
AGRA,SARASWATI PUBLIC HIGH SCHOOL TYAGI NAGAR SEWLA  AGRA,09150400140,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
AGRA,SATISH CHAND MEMORIAL INTER COLLEGE,09150400504,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,"SHRI B.S KANYA SECONDARY SCHOOL, SEWLA",09150400120,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
AGRA,SHRI BHAGWAN DAS SMARAK HIGHER SECONDARY SCHOOL GHARI ROHATA GWALIOR ROAD AGRA,09150402912,Private Unaided Recognized,Secondary only (9–10)
AGRA,SHRI CHUNNILAL H.S. SCHOOL,09150400505,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
AGRA,SHRI GAJRAJ SINGH HS SCHOOL KARBHANA DHANDUPURA TAJGANJ AGRA,09150405806,Private Unaided Recognized,Secondary only (9–10)
AGRA,SHRI H C S HIGH SCHOOL GARHI MAHAVAN NAGLA SAVLA BAROLI AHEER AGRA,09150404803,Private Unaided Recognized,Secondary only (9–10)
AGRA,SHRI JAGAN SINGH UMV SAIYAD NADAITA AGRA,09150407608,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI JAMUNA PRASAD UMV BAHETA DIGNER AGRA,09150401102,Private Unaided Recognized,Secondary only (9–10)
AGRA,SHRI KAILA DEVI UMV ITAURA KAKUA AGRA,09154104499,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
AGRA,SHRI KEDARNATH INTER COLLEGE KABULPUR AGRA,09150402202,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI KHUBHIRAM KUSHWAH MEMORIAL INTER COLLEGE ROHTA NAHAR ROHTA GWALIAR ROAD AGRA,09150402914,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI MANKAMESHWAR BAL VIDALAYA GADI ISHWARA DIGNER SHAMSHABAD RD AGRA,09150411702,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SHRI MURARI SINGH H S SCHOOL,09150406703,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI OM PRAKASH HSS DOKI,09150411402,Private Unaided Recognized,Secondary only (9–10)
AGRA,SHRI PARASHURAM INTER COLLEGE BISARNA BAROLI AHEER AGRA,09150408404,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI SALIGRAM INTER COLLEGE SALIGRAM VIHAR  BAROLI AHEER AGRA,09150400133,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SHRI SARDAR SINGH INTER COLLEGE GARHI ROHTA AGRA,09150402908,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SHRI SOMVEER SINGH INTER COLLEGE BUDHANA TAJGANJ AGRA,09150405505,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SHRI SOVRAN SINGH TYAGI HIGHER SECONDARY SCHOOL,09150409105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHYAMA RAM SRI DEVI U.M.V KAHRAI SHAMSABAD ROAD,09150400304,Private Unaided Recognized,Secondary only (9–10)
AGRA,SMT KESHAR DEVI INTER COLLEGE KESHAR VIHAR UKKHARRA ROAD AGRA,09150409202,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SMT LEELAVATI DEVI INTER COLLEGE ,09150400136,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SMT SHANKAR DEVI INTER COLLEGE KARBHANA AGRA,09150405803,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SMT UMA PUBLIC INTER COLLEGE BASAI KALAN TAJGANJ AGRA,09150400131,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,SMT. TARA DEVI INTER COLLEGE,09150405804,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SMT.MEENA DEVI INTER COLLEGE K C PURAN BHARAN NAGAR AGRA,09150404006,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SPRING FIELD J.H.S.KUNDOL,09150407606,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SRI ISHWARI PD.LODHI H.S.S.SHYAMON,09150403607,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SRI K.D.PALIWAL S.V.M.K.KUNDOL,09150407604,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SRI KALI CHARAN SECONDARY SCHOOL,09150404004,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,SRI NINUA RAM J.H.S.LAKAWALI,09150405104,Private Unaided Recognized,Secondary only (9–10)
AGRA,SRI RAM KISHAN  Inter College,09150403202,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SRI RAM PUBLIC SCHOOL KUTHAWALI BAROLI AHIR AGRA,09150402703,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SRI S P UPADHYAY H S S,09150400124,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,ST CLARES SCHOOL UNIT 2 KAULAKHA DEORI RD BAROLI AHIR AGRA,09150408807,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,ST GENIUS CONVENT SCHOOL LODHAI SHYAMO MOD AGRA,09150403703,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,ST VIVEKANAND PUBLIC SCHOOL KABULPUR KAKUA GWALIOR RD AGRA,09150402205,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,ST. MARYS CONVENT SCHOOL SHAMSABAD ROAD AGRA,09150400107,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,ST. XAVIER INTERNATIONAL SCHOOL BAROLI AHIR AGRA,09150400141,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,Sanskar Public School Baad Agra,09150402604,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,St Andrews School,09150400603,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,THAKUR TEJ SINGH INTER C.KAKRA,09150401603,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,THE INTERNATIONAL SCHOOL BAMROLI KATARA AGRA,09150404408,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,V.P.S MEMORIAL UMV VIDYALAY BUDHANA MUSTKIL TAJGANJ BAROLI AHIR AGRA,09150406007,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,VIRANGANA AVANTIBAI GOVT. GIRLS INTER COLLEGE KALAL KHERIA AGRA,09150405203,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
AGRA,ACHARY SHRI RAM GIRLS HIGH SCHOOL VIJAY VIHAR,09150501222,Private Unaided Recognized,Secondary only (9–10)
AGRA,"AGRA PUBLIC SCHOOL, ARTONI AGRA",09150503006,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,AMAN PUBLIC HIGHER SECONDARY SCHOOL,09150502602,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,B D CONVENVET SR SEC SHASTRIPURM DEHTORA AGRA,09150502712,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,B S SHAH HS SCHOOL BARARA BICHPURI AGRA,09150504207,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,B.B.L.U.M.V.,09150501403,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,BALUNI PUBLIC SCHOOL DAYAL BAGH,09150503203,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,BOHARE NATTHILAL M.H.S.,09150504903,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,BOSTON PUBLIC SCHOOL,09150501710,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,DAMBAR SINGH HIGHER SECONDARY SCHOOL PLAK VIHAR KALWARI AGRA,09150502108,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,DEEP INTER COLLEGE  DAYORAITHA AGRA,09150502706,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,DESH DEEPAK INTER COLLEGE,09150501215,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,GAUTAM RISHI INTER COLLEGE,09150501209,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,GOVT HSS JAUPURA BICHPURI,09150501805,Department of Education (Government School),Secondary + Higher Secondary (9–12)
AGRA,HILLMAN PUB SCH LADAMDA BICHPURI AGRA,09150503906,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,Holy Light Public School,09150503905,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,JANKI PRASAD H.S.S. VIVEK NAGAR,09150501217,Private Unaided Recognized,Secondary only (9–10)
AGRA,JANTA INTER COLLEGE MIDHAKUR,09150503507,Government Aided,Upper Primary to Higher Secondary (6–12)
AGRA,KISHAN SINGH INTER COLLEGE PATHAULI AGRA,09150501211,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,KSI COLLEGE PATHOLI AGRA,09150502310,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,M S PUBLIC SCHOOL MIDAKUR SADAR AGRA,09150503513,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,MAA BHAGWATI PUBLIC SCHOOL,09150502309,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,MAA DURGA H.S.S. SHASTRIPURAM,09150502004,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,MEGA MIND MILLENNIUM HSS GADHSANI,09150504606,Private Unaided Recognized,Secondary only (9–10)
AGRA,NAITIK RATAN UMV AJIJPUR,09150505208,Private Unaided Recognized,Secondary only (9–10)
AGRA,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C MIDAKUR,09150503512,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
AGRA,R K GIRLS INTER COLLEGE INDRA COLONY KALWARI AGRA,09150502110,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,Ramesh chand sharma memorial Vidhalay agra,09150505303,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,"S R S KANYA INTER COLLEGE 

  CHAUHTANA BICHPURI AGRA",09150501303,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SANJAY GANDHI GIRL'S INTER COLLAGE DAYORAITHA  AGRA,09150502708,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,"SANJAY GANDHI INTER COLLAGE, DAYORAITHA AGRA",09150502707,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SANT SHRI ASARAMJI PUBLIC SCHOOL MATHURA ROAD SIKNDRA AGRA,09150501207,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SARASWATI SHIKSHA NIKETAN INTER COLLEGE NANPUR MOD MIDHAKUR AGRA,09150504004,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SARVJANIK GYAN JYOTI INTER COLLEGE VISHNU VIHAR PATHOLI,09150502306,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,SATYA PRAKASH INTER COLLAGE JAUPURA,09150501807,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SHIV SHAKTI UM VIDAYLAYA ADITIYA NAGAR ALBATIYA BICHPURI AGRA,09150502202,Private Unaided Recognized,Secondary only (9–10)
AGRA,SHIVALIK PUBLIC SCHOOL,09150501602,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SHREE GAJADHAR PRASHAD INTER COLLEGE,09150501210,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI NARAYAN UM VIDAYALYA JAUPURA BICHPURI AGRA,09150505401,Private Unaided Recognized,Secondary only (9–10)
AGRA,SMT AMBIKA DEVI GIRLS HIGH SCHOOL SHASTRI PURAM DEHTORA AGRA ,09150501716,Private Unaided Recognized,Secondary only (9–10)
AGRA,SMT BAIJANTI DEVI GIRLS INTER COLLEGE ,09150501306,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SMT.SHYAMA DEVI P.VIDHYA.AJIJPUR,09150505204,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SMT.TRIVENI DEVI P.V.GADHSANI,09150504605,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SRI G.S.BHAGELP.S.BARARA,09150504204,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SRI HARI SWAROOP SINGH U.M VIDHYALAYA,09150502104,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SRI RAJ I C.,09150505004,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,SRI RAM CHANDRA PUBLIC INTER COLLEGE,09150502803,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,ST. THOMAS SCHOOL SUNARI BICHPURI AGRA,09150501503,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,Shri Ram Centennial School,09150503403,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,V.D. INTER COLLEGE,09150501214,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,Vijaya International School,09150501305,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,A V M D INSTITUTE 277 SAWAI BHAWAI ROAD SAWANI ETMADPUR AGRA,09150600212,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,"BAUHARE LAKSHMAN PRASAD H.S.S., JATAUA",09150605810,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
AGRA,BRIJ PUBLIC SCHOOL GUDHA BAHRAMPUR ETMADPUR AGRA,09150602004,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,D S PUBLIC SCHOOL,09150607904,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,DALIT AVTAR HIGHER SECONDARY SCHOOL,09150600133,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,DELHI WORLD PUBLIC SCHOOL  ETMADPUR AGRA,09150600210,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,GOVIND INTER COLLEGE,09150600138,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,GOVIND SAVITRI BAI FOOLY KANYA INTER COLLEGE,09150600143,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,GOVT. HIGH SCHOOL KHUSHAPUR,09150607005,Department of Education (Government School),Secondary + Higher Secondary (9–12)
AGRA,H.P.S.PUB.J.H.S.JAMALNAGAR BHAIS,09150607902,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,HERITAGE PUBLIC SCHOOL MITAWALI AGRA,09150600509,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,HOTI LAL INTER COLLEGE BANS BODIYA AGRA,09150603303,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,J MILTON PUBLIC SCHOOL BARHAN ROAD ETMADPUR AGRA,09150600510,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,JANTA INTER COLLEGE NAGLA NATTHA,09150609404,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,JANTA INTER COLLEGE.ETMADPUR,09150600104,Government Aided,Primary to Higher Secondary (1–12)
AGRA,JOHNS MARY INTER COLLEGE,09150600135,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,KISHORI DEVI GIRLS INTER COLLEGE BARHAN AGRA,09154102278,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,M B M UMV BAILOTHI CHAWALI ETAMADPUR AGRA,09154102295,Private Unaided Recognized,Secondary only (9–10)
AGRA,M.S PUB U.M.V NAGLA AMAR SINGH CHAMROLA AGRA,09150607906,Private Unaided Recognized,Secondary only (9–10)
AGRA,MAA KALAWATI DEVI UMV SAIFUDDIN NAGLA CHANDRABHAN ETMADPUR AGRA,09150605815,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,MAHENDRA SINGH PACHORI INTER COLLEGE,09150605403,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,MAMTA GIRLS INTER COLLEGE SANVAI BARHAN ROAD AGRA,09150600206,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,MOHAR SRI HETAM SINGH H.R.S.SCHOOL,09150609102,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,MOOLCHANDRA TYAGI H.S.S. WAS BODICHA,09150601502,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
AGRA,NEW ST STEPHENS PUBLIC SCHOOL UNIT-2,09150600209,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,P.D.JAIN  H.S.TEHU,09150607605,Government Aided,Secondary only (9–10)
AGRA,PT S D ADARSH INTER COLLEGE BARHAN AGRA,09150604122,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,RAJEEV SINGH MEMORIAL INTER COLLEGE,09150600156,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,RAJKIYA HIGH SCHOOL BAHRAMPUR,09150602003,Department of Education (Government School),Secondary + Higher Secondary (9–12)
AGRA,RAJKIYA HIGH SCHOOL MITAWALI,09150600506,Department of Education (Government School),Secondary + Higher Secondary (9–12)
AGRA,RAM LAKHAN H S SCHOOL,09150600134,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,RASTRIYA INTER COLLEGE BARHAN,09150604107,Government Aided,Upper Primary to Higher Secondary (6–12)
AGRA,S R  COLUMBIA HIGHER SECONDARY SCHOOL PAWARI ROAD SAWAIN AGRA,09150600208,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SANT G.D.S. INTER COLLEGE DHARIRA,09150600131,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SANT SRI ASHARAM BAPU P.P.ETMA,09150600117,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SARSWATI GYAN MANDIR UMV BARHAN AGRA,09150604105,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SHREE MANGAL SINGH UMV KURGAWA NAGLA BARI AGRA,09150605105,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SHRI BALVEER SINGH INTER COLLEGE GARHI SAHJA MAHAWATPUR ETMADPUR AGRA,09150609702,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI BHAGWAN SINGH UMMED SINGH HIGH SCHOOL NAGLA VEL BARHAN AGRA,09150603703,Private Unaided Recognized,Secondary only (9–10)
AGRA,SHRI BHAWANI SINGH INTER COLLEGE ,09150600144,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI BHOODEV SINGH YADAV HIGHE SECONDARY SCHOOL KHUSHALPUR AGRA,09150607004,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,SHRI GOKUL RAJ INTER COLLEGE NAGLA JASUA BARHAN AGRA,09150604124,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SHRI RAM SWARUP INTER COLLEGE NAGLA KESHRI ETMADPUR AGRA,09150605003,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SHRI SATYANARAYAN INTER COLLEGE ETMADPUR,09150600110,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SMT SHIV DEVI HS SCHOOL NAGLA DHEER BARHAN ETMADPUR AGRA,09150604120,Private Unaided Recognized,Secondary only (9–10)
AGRA,SMT.SURAJ KUNWAR SCH.SANVAI,09150600205,Private Unaided Recognized,Primary to Higher Secondary (1–12)
AGRA,SRI B.BRAH.U.M.VIDH.NAGLA TULS,09150602402,Private Unaided Recognized,Secondary only (9–10)
AGRA,SRI MAHENDRABHAN V.D.G.INTER C,09150600115,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,SWAMI SHRI MAHANAND JANKI UMV KURGAWA BARHAN AGRA,09150605102,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,T N P S INTER COLLEGE GARHI BHANDAR BARHAN ETMADPUR AGRA,09150604202,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,UMA PUBLIC INTER COLLEGE  AHARAN AGRA,09150605814,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
AGRA,V.K.TYAGI EDU.U.M.V BARHAN,09150604116,Private Unaided Recognized,Secondary only (9–10)
AGRA,ALL SAINTS HSS FATEHABAD AGRA,09151111736,Private Unaided Recognized,Upper Primary to Secondary (6–10)
AGRA,CH.KARTAR LALIT MEMO.HIGH SCHOOL,09151108605,Private Unaided Recognized,Secondary only (9–10)
AGRA,CHANDRA KIRAN H S S,09151509951,Private Unaided Recognized,Upper Primary + Secondary (6–10)
AGRA,D.A.V.INTER COLLEGE DHIMISHRI,09151100406,Government Aided,Upper Primary to Higher Secondary (6–12)
AGRA,FATEHABAD MODEL SCHOOL FATEHABAD AGRA,09151111714,Private Unaided Recognized,Primary to Higher Secondary (1–12)
